shape,max_tem,tem_rate,height,length,width,W_top,W_side,W_bottom,tem_initial,tem_out,days,location,y_temp
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,1.6,bottom,46.07234566
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,1.7,bottom,46.38225616
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,1.8,bottom,46.60451792
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,1.9,bottom,46.74814232
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,2,bottom,46.82164234
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,2.1,bottom,46.83159554
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,2.2,bottom,46.78390362
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,2.3,bottom,46.68399449
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,2.4,bottom,46.53685495
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,2.5,bottom,46.34726393
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,2.6,bottom,46.11975179
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,2.7,bottom,45.85849995
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,2.8,bottom,45.56729392
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,2.9,bottom,45.24952999
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,3,bottom,44.90825015
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,3.5,bottom,42.80345764
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,4,bottom,40.50800943
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,4.5,bottom,38.15628185
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,5,bottom,35.82991564
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,5.5,bottom,33.57809307
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,6,bottom,31.43144149
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,6.5,bottom,29.40427347
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,7,bottom,27.50194264
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,7.5,bottom,25.72459995
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,8,bottom,24.06876471
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,9,bottom,21.1887405
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,10,bottom,18.69187059
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,11,bottom,16.52786616
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,16,bottom,10.33727274
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,21,bottom,6.743260059
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,26,bottom,4.633042254
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,31,bottom,3.377823414
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,37,bottom,2.533339799
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,43,bottom,2.048688061
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,0,53,bottom,1.667695591
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,0,bottom,20
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,0.1,bottom,23.4443988
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,0.2,bottom,26.57041395
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,0.3,bottom,29.36829665
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,0.4,bottom,31.86340021
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,0.5,bottom,34.08657939
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,0.6,bottom,36.06528132
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,0.7,bottom,37.82258362
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,0.8,bottom,39.37812376
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,0.9,bottom,40.74907136
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,1,bottom,41.95079541
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,1.1,bottom,42.99726998
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,1.2,bottom,43.90131557
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,1.3,bottom,44.67474874
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,1.4,bottom,45.32848352
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,1.5,bottom,45.87260791
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,1.6,bottom,46.31644723
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,1.7,bottom,46.66856468
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,1.8,bottom,46.93488323
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,1.9,bottom,47.12409197
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,2,bottom,47.24441553
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,2.1,bottom,47.30217623
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,2.2,bottom,47.30304986
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,2.3,bottom,47.25226728
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,2.4,bottom,47.15464482
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,2.5,bottom,47.01479729
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,2.6,bottom,46.83710107
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,2.7,bottom,46.62560242
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,2.8,bottom,46.38397457
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,2.9,bottom,46.11552379
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,3,bottom,45.82322131
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,3.5,bottom,43.95135652
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,4,bottom,41.875605
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,4.5,bottom,39.73012783
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,5,bottom,37.59686639
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,5.5,bottom,35.52555919
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,6,bottom,33.54750933
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,6.5,bottom,31.67774988
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,7,bottom,29.92235781
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,7.5,bottom,28.28218697
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,8,bottom,26.75442688
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,9,bottom,24.09890103
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,10,bottom,21.79900049
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,11,bottom,19.80800539
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,16,bottom,14.13511342
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,21,bottom,10.85526121
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,26,bottom,8.938792589
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,31,bottom,7.805392177
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,37,bottom,7.049012361
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,43,bottom,6.619324977
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,5,53,bottom,6.287440763
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,0,bottom,20
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,0.1,bottom,23.44439396
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,0.2,bottom,26.57041233
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,0.3,bottom,29.36830466
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,0.4,bottom,31.86342178
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,0.5,bottom,34.08733698
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,0.6,bottom,36.06867227
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,0.7,bottom,37.83165879
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,0.8,bottom,39.39678876
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,0.9,bottom,40.78171569
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,1,bottom,42.00196247
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,1.1,bottom,43.07140831
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,1.2,bottom,44.00261246
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,1.3,bottom,44.80703215
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,1.4,bottom,45.49517456
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,1.5,bottom,46.07670821
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,1.6,bottom,46.56054881
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,1.7,bottom,46.95487319
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,1.8,bottom,47.26524854
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,1.9,bottom,47.50004162
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,2,bottom,47.66718872
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,2.1,bottom,47.77275692
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,2.2,bottom,47.8221961
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,2.3,bottom,47.82054007
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,2.4,bottom,47.77243469
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,2.5,bottom,47.68233066
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,2.6,bottom,47.55445036
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,2.7,bottom,47.39270489
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,2.8,bottom,47.20065522
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,2.9,bottom,46.98151759
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,3,bottom,46.73819247
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,3.5,bottom,45.0992554
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,4,bottom,43.24320057
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,4.5,bottom,41.30397382
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,5,bottom,39.36381715
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,5.5,bottom,37.47302531
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,6,bottom,35.66357717
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,6.5,bottom,33.95122629
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,7,bottom,32.34277297
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,7.5,bottom,30.83977398
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,8,bottom,29.44008905
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,9,bottom,27.00906157
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,10,bottom,24.9061304
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,11,bottom,23.08814463
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,16,bottom,17.9329541
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,21,bottom,14.96726236
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,26,bottom,13.24454292
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,31,bottom,12.23296094
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,37,bottom,11.56468492
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,43,bottom,11.18996189
sw1,48.8,0.73,4.4,20,2,13,14,2.7,20,10,53,bottom,10.90718593
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,0.1,bottom,18.43882089
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,0.2,bottom,21.63668596
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,0.3,bottom,24.60825608
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,0.4,bottom,27.36971066
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,0.5,bottom,29.93384616
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,0.6,bottom,32.31028838
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,0.7,bottom,34.50688854
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,0.8,bottom,36.53081136
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,0.9,bottom,38.38910495
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,1,bottom,40.08891226
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,1.1,bottom,41.63749551
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,1.2,bottom,43.04218297
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,1.3,bottom,44.31029474
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,1.4,bottom,45.4490725
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,1.5,bottom,46.46562172
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,1.6,bottom,47.3668677
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,1.7,bottom,48.15946858
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,1.8,bottom,48.84786637
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,1.9,bottom,49.43957767
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,2,bottom,49.94197404
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,2.1,bottom,50.36083714
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,2.2,bottom,50.70154505
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,2.3,bottom,50.96920418
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,2.4,bottom,51.16852287
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,2.5,bottom,51.30253619
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,2.6,bottom,51.37323656
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,2.7,bottom,51.382516
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,2.8,bottom,51.33268477
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,2.9,bottom,51.22659368
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,3,bottom,51.06754592
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,3.5,bottom,49.29675303
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,4,bottom,46.91768733
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,4.5,bottom,44.19449034
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,5,bottom,41.30635306
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,5.5,bottom,38.3735637
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,6,bottom,35.47817908
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,6.5,bottom,32.67132936
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,7,bottom,29.98443404
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,7.5,bottom,27.43589113
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,8,bottom,25.03473415
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,9,bottom,20.81342957
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,10,bottom,17.14093471
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,11,bottom,13.96608393
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,16,bottom,5.280771026
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,21,bottom,0.56513028
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,26,bottom,-1.985077067
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,31,bottom,-3.363947355
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,37,bottom,-4.184435711
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,43,bottom,-4.592152495
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,-5,53,bottom,-4.846017992
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,0.1,bottom,23.43887536
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,0.2,bottom,26.63667211
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,0.3,bottom,29.6081657
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,0.4,bottom,32.36955497
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,0.5,bottom,34.93302181
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,0.6,bottom,37.30720076
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,0.7,bottom,39.49896154
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,0.8,bottom,41.51471977
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,0.9,bottom,43.36107014
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,1,bottom,45.04497206
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,1.1,bottom,46.57371417
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,1.2,bottom,47.95479754
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,1.3,bottom,49.19580697
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,1.4,bottom,50.3042989
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,1.5,bottom,51.28771371
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,1.6,bottom,52.15331161
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,1.7,bottom,52.90807272
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,1.8,bottom,53.5567406
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,1.9,bottom,54.10710906
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,2,bottom,54.56680104
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,2.1,bottom,54.94182394
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,2.2,bottom,55.23775725
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,2.3,bottom,55.45988413
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,2.4,bottom,55.61305738
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,2.5,bottom,55.70033079
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,2.6,bottom,55.72363989
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,2.7,bottom,55.68481633
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,2.8,bottom,55.5861461
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,2.9,bottom,55.43050119
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,3,bottom,55.22124484
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,3.5,bottom,53.19418772
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,4,bottom,50.56207705
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,4.5,bottom,47.59426437
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,5,bottom,44.47277844
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,5.5,bottom,41.31924011
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,6,bottom,38.2161439
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,6.5,bottom,35.21454482
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,7,bottom,32.34550202
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,7.5,bottom,29.6269007
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,8,bottom,27.06718563
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,9,bottom,22.56983787
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,10,bottom,18.65763091
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,11,bottom,15.27500521
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,16,bottom,6.008439126
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,21,bottom,0.969331423
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,26,bottom,-1.760457903
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,31,bottom,-3.238969386
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,37,bottom,-4.12041745
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,43,bottom,-4.559259234
sw2,48.8,0.73,4.2,20,2,13,8,2.7,20,-5,53,bottom,-4.833163735
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,0.1,bottom,18.43876642
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,0.2,bottom,21.63669981
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,0.3,bottom,24.60834646
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,0.4,bottom,27.36986635
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,0.5,bottom,29.93467052
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,0.6,bottom,32.313376
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,0.7,bottom,34.51481553
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,0.8,bottom,36.54690295
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,0.9,bottom,38.41713977
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,1,bottom,40.13285246
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,1.1,bottom,41.70127685
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,1.2,bottom,43.1295684
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,1.3,bottom,44.42478251
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,1.4,bottom,45.5938461
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,1.5,bottom,46.64352972
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,1.6,bottom,47.58042379
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,1.7,bottom,48.41086444
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,1.8,bottom,49.13899214
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,1.9,bottom,49.77204628
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,2,bottom,50.31714703
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,2.1,bottom,50.77985033
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,2.2,bottom,51.16533285
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,2.3,bottom,51.47852422
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,2.4,bottom,51.72398837
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,2.5,bottom,51.90474159
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,2.6,bottom,52.02283323
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,2.7,bottom,52.08021567
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,2.8,bottom,52.07922343
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,2.9,bottom,52.02268617
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,3,bottom,51.91384699
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,3.5,bottom,50.39931833
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,4,bottom,48.27329762
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,4.5,bottom,45.79471632
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,5,bottom,43.13992768
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,5.5,bottom,40.42788729
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,6,bottom,37.74021426
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,6.5,bottom,35.1281139
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,7,bottom,32.62336605
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,7.5,bottom,30.24488156
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,8,bottom,28.00228266
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,9,bottom,24.05702128
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,10,bottom,20.6242385
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,11,bottom,17.65716266
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,16,bottom,9.553102261
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,21,bottom,5.160926258
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,26,bottom,2.79029654
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,31,bottom,1.511060865
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,37,bottom,0.75152171
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,43,bottom,0.374917726
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,0,53,bottom,0.141069858
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,0.1,bottom,18.43871194
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,0.2,bottom,21.63671366
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,0.3,bottom,24.60843684
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,0.4,bottom,27.37002204
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,0.5,bottom,29.93549487
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,0.6,bottom,32.31646362
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,0.7,bottom,34.52274253
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,0.8,bottom,36.56299455
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,0.9,bottom,38.44517458
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,1,bottom,40.17679266
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,1.1,bottom,41.76505819
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,1.2,bottom,43.21695382
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,1.3,bottom,44.53927028
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,1.4,bottom,45.73861971
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,1.5,bottom,46.82143772
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,1.6,bottom,47.79397988
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,1.7,bottom,48.66226031
sw2,48.8,0.73,4.2,20,2,13,8,2.7,15,5,1.8,bottom,49.43011792
